ID,Тип,Артикул,"GTIN, UPC, EAN или ISBN",Имя,Опубликован,Рекомендуемый?,Видимость в каталоге,Краткое описание,Описание,Дата начала действия скидки,Дата окончания действия скидки,Статус налога,Налоговый класс,Наличие,Запасы,Величина малых запасов,Возможен ли предзаказ?,Продано индивидуально?,Вес (кг),Длина (см),Ширина (см),Высота (см),Разрешить отзывы от клиентов?,Примечание к покупке,Акционная цена,Базовая цена,Категории,Метки,Класс доставки,Изображения,Лимит скачивания,Дней срока скачивания,Родительский,Сгруппированные товары,Апсэлы,Кросселы,Внешний URL,Текст кнопки,Позиция,Бренды,Название атрибута 1,Значения атрибутов 1,Видимость атрибута 1,Глобальный атрибут 1,Название атрибута 2,Значения атрибутов 2,Видимость атрибута 2,Глобальный атрибут 2,Название атрибута 3,Значения атрибутов 3,Видимость атрибута 3,Глобальный атрибут 3,Название атрибута 4,Значения атрибутов 4,Видимость атрибута 4,Глобальный атрибут 4,Название атрибута 5,Значения атрибутов 5,Видимость атрибута 5,Глобальный атрибут 5,Название атрибута 6,Значения атрибутов 6,Видимость атрибута 6,Глобальный атрибут 6,Название атрибута 7,Значения атрибутов 7,Видимость атрибута 7,Глобальный атрибут 7,Название атрибута 8,Значения атрибутов 8,Видимость атрибута 8,Глобальный атрибут 8,Название атрибута 9,Значения атрибутов 9,Видимость атрибута 9,Глобальный атрибут 9,Название атрибута 10,Значения атрибутов 10,Видимость атрибута 10,Глобальный атрибут 10,Метка Meta: _yoast_wpseo_focuskw,Метка Meta: _yoast_wpseo_title
,variation,31239361_12,,"""футбольные бутсы Spotlight Lux Mc Le Usa Blue/Red - 12""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,67.0,,,,"""https://cdn-images.farfetch-contents.com/31/23/93/61/31239361_60545297_1000.jpg""",,,31239361,,,,,,,,Размер,12,1,1,Цвет,синий,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,28062948,,кроссовки Bondi 9,1,0,visible,кроссовки Bondi 9,"белый трикотажный верх низкая модель шнуровка логотип сбоку Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/28/06/29/48/28062948_59703649_1000.jpg,,,,,,,,,,HOKA,Размер,"9, 9.5, 10, 10.5, 11",1,1,Цвет,"черный, белый, WHITE/BLACK",1,1,Артикул,1162011,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,HOKA,1,1,,,,,,,,,,,,,,,,,,
,variation,28062948_9,,"""кроссовки Bondi 9 - 9""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,192.0,,,,"""https://cdn-images.farfetch-contents.com/28/06/29/48/28062948_59703649_1000.jpg""",,,28062948,,,,,,,,Размер,9,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28062948_9.5,,"""кроссовки Bondi 9 - 9.5""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,192.0,,,,"""https://cdn-images.farfetch-contents.com/28/06/29/48/28062948_59703649_1000.jpg""",,,28062948,,,,,,,,Размер,9.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28062948_10,,"""кроссовки Bondi 9 - 10""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,192.0,,,,"""https://cdn-images.farfetch-contents.com/28/06/29/48/28062948_59703649_1000.jpg""",,,28062948,,,,,,,,Размер,10,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28062948_10.5,,"""кроссовки Bondi 9 - 10.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,241.0,,,,"""https://cdn-images.farfetch-contents.com/28/06/29/48/28062948_59703649_1000.jpg""",,,28062948,,,,,,,,Размер,10.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28062948_10.5,,"""кроссовки Bondi 9 - 10.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,220.0,,,,"""https://cdn-images.farfetch-contents.com/28/06/29/48/28062948_59703649_1000.jpg""",,,28062948,,,,,,,,Размер,10.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28062948_11,,"""кроссовки Bondi 9 - 11""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,241.0,,,,"""https://cdn-images.farfetch-contents.com/28/06/29/48/28062948_59703649_1000.jpg""",,,28062948,,,,,,,,Размер,11,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28062948_11,,"""кроссовки Bondi 9 - 11""",1,,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,192.0,,,,"""https://cdn-images.farfetch-contents.com/28/06/29/48/28062948_59703649_1000.jpg""",,,28062948,,,,,,,,Размер,11,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,31628468,,кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool,1,0,visible,кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool,"оттенок Pale Oak ткань в рубчик замшевые вставки амортизация GEL шнуровка низкая модель Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg,,,,,,,,,,ASICS,Размер,"4, 4.5, 5, 5.5, 6, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 13",1,1,Цвет,"нейтральные цвета, Pale Oak/Wool",1,1,Артикул,1203A731-PALE,1,1,Пол,Унисекс,1,1,Сезон,AW25,1,1,Бренд,ASICS,1,1,,,,,,,,,,,,,,,,,,
,variation,31628468_4,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 4""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,205.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,4,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_4.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 4.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,205.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,4.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,205.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_5.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 5.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,205.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,5.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_6,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 6""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,205.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,6,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_7,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 7""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,205.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,7,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_7,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 7""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,7,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_7,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 7""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,248.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,7,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_7.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 7.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,7.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_7.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 7.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,328.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,7.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_7.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 7.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,248.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,7.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_8,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 8""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,205.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,8,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_8,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 8""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,192.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,8,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_8,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 8""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,8,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_8,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 8""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,328.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,8,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_8,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 8""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,248.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,8,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_8.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 8.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,205.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,8.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_8.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 8.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,172.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,8.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_8.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 8.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,8.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_8.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 8.5""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,328.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,8.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_9,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 9""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,205.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,9,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_9,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 9""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,192.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,9,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_9,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 9""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,9,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_9,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 9""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,328.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,9,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_9,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 9""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,248.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,9,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_9.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 9.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,205.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,9.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_9.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 9.5""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,172.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,9.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_9.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 9.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,9.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_9.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 9.5""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,328.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,9.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_9.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 9.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,248.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,9.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_10,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 10""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,205.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,10,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_10,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 10""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,10,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_10,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 10""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,328.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,10,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_10,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 10""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,248.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,10,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_10.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 10.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,172.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,10.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_10.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 10.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,10.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_10.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 10.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,328.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,10.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_10.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 10.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,248.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,10.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_11,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 11""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,205.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,11,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_11,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 11""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,192.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,11,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_11,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 11""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,11,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_11,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 11""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,328.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,11,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_11,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 11""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,248.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,11,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_11.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 11.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,172.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,11.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_11.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 11.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,328.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,11.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_11.5,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 11.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,248.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,11.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_12,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 12""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,172.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,12,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_12,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 12""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,328.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,12,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31628468_13,,"""кроссовки GEL-Quantum 360 I AMP Pale Oak/Wool - 13""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,328.0,,,,"""https://cdn-images.farfetch-contents.com/31/62/84/68/31628468_60987306_1000.jpg""",,,31628468,,,,,,,,Размер,13,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,29930294,,кроссовки Cloudtilt 2 All White из коллаборации с Loewe,1,0,visible,кроссовки Cloudtilt 2 All White из коллаборации с Loewe,"белый шнуровка спереди петля для подтягивания сзади тисненый узор Anagram нашивка с логотипом на язычке закругленный носок стелька с логотипом знаковая технология CloudTec® резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/29/93/02/94/29930294_59102970_1000.jpg,,,,,,,,,,On Running,Размер,"9, 12",1,1,Цвет,"белый, White",1,1,Артикул,3ME10690108,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,On Running,1,1,,,,,,,,,,,,,,,,,,
