ID,Тип,Артикул,"GTIN, UPC, EAN или ISBN",Имя,Опубликован,Рекомендуемый?,Видимость в каталоге,Краткое описание,Описание,Дата начала действия скидки,Дата окончания действия скидки,Статус налога,Налоговый класс,Наличие,Запасы,Величина малых запасов,Возможен ли предзаказ?,Продано индивидуально?,Вес (кг),Длина (см),Ширина (см),Высота (см),Разрешить отзывы от клиентов?,Примечание к покупке,Акционная цена,Базовая цена,Категории,Метки,Класс доставки,Изображения,Лимит скачивания,Дней срока скачивания,Родительский,Сгруппированные товары,Апсэлы,Кросселы,Внешний URL,Текст кнопки,Позиция,Бренды,Название атрибута 1,Значения атрибутов 1,Видимость атрибута 1,Глобальный атрибут 1,Название атрибута 2,Значения атрибутов 2,Видимость атрибута 2,Глобальный атрибут 2,Название атрибута 3,Значения атрибутов 3,Видимость атрибута 3,Глобальный атрибут 3,Название атрибута 4,Значения атрибутов 4,Видимость атрибута 4,Глобальный атрибут 4,Название атрибута 5,Значения атрибутов 5,Видимость атрибута 5,Глобальный атрибут 5,Название атрибута 6,Значения атрибутов 6,Видимость атрибута 6,Глобальный атрибут 6,Название атрибута 7,Значения атрибутов 7,Видимость атрибута 7,Глобальный атрибут 7,Название атрибута 8,Значения атрибутов 8,Видимость атрибута 8,Глобальный атрибут 8,Название атрибута 9,Значения атрибутов 9,Видимость атрибута 9,Глобальный атрибут 9,Название атрибута 10,Значения атрибутов 10,Видимость атрибута 10,Глобальный атрибут 10,Метка Meta: _yoast_wpseo_focuskw,Метка Meta: _yoast_wpseo_title
,variation,29930294_9,,"""кроссовки Cloudtilt 2 All White из коллаборации с Loewe - 9""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,1573.0,,,,"""https://cdn-images.farfetch-contents.com/29/93/02/94/29930294_59102970_1000.jpg""",,,29930294,,,,,,,,Размер,9,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,29930294_12,,"""кроссовки Cloudtilt 2 All White из коллаборации с Loewe - 12""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,1573.0,,,,"""https://cdn-images.farfetch-contents.com/29/93/02/94/29930294_59102970_1000.jpg""",,,29930294,,,,,,,,Размер,12,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,28018203,,кроссовки Cloudvista 2 Cream Desert,1,0,visible,кроссовки Cloudvista 2 Cream Desert,"светло-бежевый шнуровка спереди сетчатые вставки логотип сбоку язычок с логотипом закругленный носок пластина Speedboard™ знаковая технология CloudTec® резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/28/01/82/03/28018203_58893939_1000.jpg,,,,,,,,,,On Running,Размер,"7, 7.5, 8, 8.5",1,1,Цвет,"нейтральные цвета, 3323 CREAM DESERT",1,1,Артикул,3WE30133323#32680194,1,1,Пол,Унисекс,1,1,Сезон,AW25,1,1,Бренд,On Running,1,1,,,,,,,,,,,,,,,,,,
,variation,28018203_7,,"""кроссовки Cloudvista 2 Cream Desert - 7""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,171.0,,,,"""https://cdn-images.farfetch-contents.com/28/01/82/03/28018203_58893939_1000.jpg""",,,28018203,,,,,,,,Размер,7,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28018203_7,,"""кроссовки Cloudvista 2 Cream Desert - 7""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,187.0,,,,"""https://cdn-images.farfetch-contents.com/28/01/82/03/28018203_58893939_1000.jpg""",,,28018203,,,,,,,,Размер,7,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28018203_7.5,,"""кроссовки Cloudvista 2 Cream Desert - 7.5""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,171.0,,,,"""https://cdn-images.farfetch-contents.com/28/01/82/03/28018203_58893939_1000.jpg""",,,28018203,,,,,,,,Размер,7.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28018203_8,,"""кроссовки Cloudvista 2 Cream Desert - 8""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,187.0,,,,"""https://cdn-images.farfetch-contents.com/28/01/82/03/28018203_58893939_1000.jpg""",,,28018203,,,,,,,,Размер,8,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28018203_8.5,,"""кроссовки Cloudvista 2 Cream Desert - 8.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,171.0,,,,"""https://cdn-images.farfetch-contents.com/28/01/82/03/28018203_58893939_1000.jpg""",,,28018203,,,,,,,,Размер,8.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28018203_8.5,,"""кроссовки Cloudvista 2 Cream Desert - 8.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,187.0,,,,"""https://cdn-images.farfetch-contents.com/28/01/82/03/28018203_58893939_1000.jpg""",,,28018203,,,,,,,,Размер,8.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,30970646,,кроссовки с полосками,1,0,visible,кроссовки с полосками,бежевый кожа три черные полоски петля для подтягивания резиновая подошва шнуровка,,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg,,,,,,,,,,adidas,Размер,"4.5, 5, 5.5, 6, 6.5, 7, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 4",1,1,Цвет,"нейтральные цвета, ALCBGO ALUMIN/CBLACK/GOLDMT, черный",1,1,Артикул,JR3667-ALCBGO,1,1,Пол,Унисекс,1,1,Сезон,AW25,1,1,Бренд,adidas,1,1,,,,,,,,,,,,,,,,,,
,variation,30970646_4.5,,"""кроссовки с полосками - 4.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,140.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,4.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_5,,"""кроссовки с полосками - 5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,292.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_5.5,,"""кроссовки с полосками - 5.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,140.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,5.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_5.5,,"""кроссовки с полосками - 5.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,292.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,5.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_6,,"""кроссовки с полосками - 6""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,292.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,6,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_6.5,,"""кроссовки с полосками - 6.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,292.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,6.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_7,,"""кроссовки с полосками - 7""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,292.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,7,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_8.5,,"""кроссовки с полосками - 8.5""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,140.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,8.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_9,,"""кроссовки с полосками - 9""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,140.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,9,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_9.5,,"""кроссовки с полосками - 9.5""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,140.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,9.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_9.5,,"""кроссовки с полосками - 9.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,292.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,9.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_10,,"""кроссовки с полосками - 10""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,292.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,10,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_10.5,,"""кроссовки с полосками - 10.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,140.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,10.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_10.5,,"""кроссовки с полосками - 10.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,292.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,10.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_11,,"""кроссовки с полосками - 11""",1,,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,140.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,11,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_11.5,,"""кроссовки с полосками - 11.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,140.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,11.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_12,,"""кроссовки с полосками - 12""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,140.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,12,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970646_4,,"""кроссовки с полосками - 4""",1,,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,140.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/46/30970646_60846602_1000.jpg""",,,30970646,,,,,,,,Размер,4,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,31223187,,Cloudsurfer Trail 2 waterproof sneakers,1,0,visible,Cloudsurfer Trail 2 waterproof sneakers,black waterproof cloudtec sole lace-up fastening swiss engineering detail low-top design,,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/31/22/31/87/31223187_60786172_1000.jpg,,,,,,,,,,On Running,Размер,"8, 8.5, 9, 9.5, 10",1,1,Цвет,"черный, BLACK/BLACK",1,1,Артикул,3MF30241043,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,On Running,1,1,,,,,,,,,,,,,,,,,,
,variation,31223187_8,,"""Cloudsurfer Trail 2 waterproof sneakers - 8""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,260.0,,,,"""https://cdn-images.farfetch-contents.com/31/22/31/87/31223187_60786172_1000.jpg""",,,31223187,,,,,,,,Размер,8,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31223187_8.5,,"""Cloudsurfer Trail 2 waterproof sneakers - 8.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,260.0,,,,"""https://cdn-images.farfetch-contents.com/31/22/31/87/31223187_60786172_1000.jpg""",,,31223187,,,,,,,,Размер,8.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31223187_9,,"""Cloudsurfer Trail 2 waterproof sneakers - 9""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,260.0,,,,"""https://cdn-images.farfetch-contents.com/31/22/31/87/31223187_60786172_1000.jpg""",,,31223187,,,,,,,,Размер,9,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31223187_9.5,,"""Cloudsurfer Trail 2 waterproof sneakers - 9.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,260.0,,,,"""https://cdn-images.farfetch-contents.com/31/22/31/87/31223187_60786172_1000.jpg""",,,31223187,,,,,,,,Размер,9.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31223187_10,,"""Cloudsurfer Trail 2 waterproof sneakers - 10""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,260.0,,,,"""https://cdn-images.farfetch-contents.com/31/22/31/87/31223187_60786172_1000.jpg""",,,31223187,,,,,,,,Размер,10,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,23785896,,кроссовки Lebron Witness 7 Bred,1,0,visible,кроссовки Lebron Witness 7 Bred,"черный шнуровка спереди дизайн со вставками логотип на пятке петля для подтягивания сзади логотип Nike Swoosh закругленный носок резиновая подошва Дата выхода: 26 апреля 2024 Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/23/78/58/96/23785896_59691377_1000.jpg,,,,,,,,,,Nike,Размер,"10, 11, 12",1,1,Цвет,"красный, черный, 005 BRED",1,1,Артикул,DM1123,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,Nike,1,1,,,,,,,,,,,,,,,,,,
,variation,23785896_10,,"""кроссовки Lebron Witness 7 Bred - 10""",1,,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,129.0,,,,"""https://cdn-images.farfetch-contents.com/23/78/58/96/23785896_59691377_1000.jpg""",,,23785896,,,,,,,,Размер,10,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,23785896_11,,"""кроссовки Lebron Witness 7 Bred - 11""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,129.0,,,,"""https://cdn-images.farfetch-contents.com/23/78/58/96/23785896_59691377_1000.jpg""",,,23785896,,,,,,,,Размер,11,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,23785896_12,,"""кроссовки Lebron Witness 7 Bred - 12""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,129.0,,,,"""https://cdn-images.farfetch-contents.com/23/78/58/96/23785896_59691377_1000.jpg""",,,23785896,,,,,,,,Размер,12,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,27653439,,кроссовки Adizero Evo SL White/Black,1,0,visible,кроссовки Adizero Evo SL White/Black,"белый сетчатый дизайн шнуровка спереди логотип на пятке знаковый логотип 3-Stripes закругленный носок стелька с логотипом резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg,,,,,,,,,,adidas,Размер,"6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5",1,1,Цвет,"CLOUD WHITE/CORE BLACK/CLOUD WHITE, белый",1,1,Артикул,JH6206,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,adidas,1,1,,,,,,,,,,,,,,,,,,
,variation,27653439_6.5,,"""кроссовки Adizero Evo SL White/Black - 6.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,195.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,6.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_6.5,,"""кроссовки Adizero Evo SL White/Black - 6.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,281.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,6.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_7,,"""кроссовки Adizero Evo SL White/Black - 7""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,195.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,7,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_7,,"""кроссовки Adizero Evo SL White/Black - 7""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,195.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,7,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_7,,"""кроссовки Adizero Evo SL White/Black - 7""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,177.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,7,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_7,,"""кроссовки Adizero Evo SL White/Black - 7""",1,,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,181.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,7,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_7.5,,"""кроссовки Adizero Evo SL White/Black - 7.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,171.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,7.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_7.5,,"""кроссовки Adizero Evo SL White/Black - 7.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,195.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,7.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_7.5,,"""кроссовки Adizero Evo SL White/Black - 7.5""",1,,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,195.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,7.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_7.5,,"""кроссовки Adizero Evo SL White/Black - 7.5""",1,,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,181.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,7.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_8,,"""кроссовки Adizero Evo SL White/Black - 8""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,170.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,8,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_8,,"""кроссовки Adizero Evo SL White/Black - 8""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,216.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,8,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_8,,"""кроссовки Adizero Evo SL White/Black - 8""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,195.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,8,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_8,,"""кроссовки Adizero Evo SL White/Black - 8""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,184.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,8,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_8,,"""кроссовки Adizero Evo SL White/Black - 8""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,195.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,8,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_8,,"""кроссовки Adizero Evo SL White/Black - 8""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,173.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,8,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_8,,"""кроссовки Adizero Evo SL White/Black - 8""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,177.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,8,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,27653439_8,,"""кроссовки Adizero Evo SL White/Black - 8""",1,,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,181.0,,,,"""https://cdn-images.farfetch-contents.com/27/65/34/39/27653439_58380962_1000.jpg""",,,27653439,,,,,,,,Размер,8,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
